matchID, particpantID, Win, FirstBlood, FirstBloodAssist, firstTower, firstTowerAssist, Kills, Assists, Deaths, GoldEarned, GoldSpent, TotalDamageDealt, MagicDamageDealt, PhysicalDamageDealt, TotalDamageTaken, MinionsKilled, CrowdControl, WardsPlaced
1517867097 , 2 , 1 , 0 , 0 , 0 , 0 , 0.0697674418605 , 0.363636363636 , 0.125 , 0.152664876941 , 0.164000272313 , 0.0578694298497 , 0.0296740799386 , 0.045073412984 , 0.214270414993 , 0.073126142596 , 0.0856102003643 , 0.0 , 
1517867097 , 3 , 1 , 0 , 0 , 0 , 0 , 0.0232558139535 , 0.181818181818 , 0.3125 , 0.150487168416 , 0.167018403794 , 0.0926398443504 , 0.043094141356 , 0.0765648241447 , 0.217844712182 , 0.155393053016 , 0.00182149362477 , 0.0 , 
1517867097 , 4 , 1 , 0 , 0 , 0 , 0 , 0.046511627907 , 0.272727272727 , 0.4375 , 0.14630071151 , 0.158849025348 , 0.0958972489674 , 0.0895800345473 , 0.0342833837148 , 0.271820615797 , 0.113345521024 , 0.0437158469945 , 0.0 , 
1517867097 , 5 , 1 , 0 , 0 , 0 , 0 , 0.046511627907 , 0.136363636364 , 0.125 , 0.122965438264 , 0.122086822339 , 0.0555267917467 , 0.0339505062137 , 0.0227736193081 , 0.184484605087 , 0.054844606947 , 0.542805100182 , 0.0 , 
1517867097 , 6 , 0 , 0 , 0 , 0 , 0 , 0.25 , 0.264705882353 , 0.232558139535 , 0.225800289278 , 0.232578783844 , 0.275978181996 , 1.81215932914 , 0.55321453529 , 0.238793587272 , 0.254957507082 , 0.104039167687 , 0.0 , 
1517867097 , 7 , 0 , 0 , 0 , 0 , 0 , 0.1875 , 0.117647058824 , 0.116279069767 , 0.169500313839 , 0.18286728806 , 0.0833829320593 , 0.0522711390636 , 0.662368972746 , 0.226666015959 , 0.118980169972 , 0.631578947368 , 0.5 , 
1517867097 , 8 , 0 , 0 , 0 , 0 , 0 , 0.0625 , 0.147058823529 , 0.279069767442 , 0.183554839942 , 0.165704985945 , 0.198873225657 , 1.26324248777 , 0.441299790356 , 0.1604727394 , 0.240793201133 , 0.108935128519 , 0.0 , 
1517867097 , 9 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.205882352941 , 0.186046511628 , 0.247577982152 , 0.259061991419 , 0.248261326854 , 0.043605870021 , 2.08424178896 , 0.181393003262 , 0.232294617564 , 0.0452876376989 , 0.0 , 
1517867097 , 10 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.264705882353 , 0.186046511628 , 0.173566574789 , 0.159786950732 , 0.193504333434 , 1.13616352201 , 0.393046820405 , 0.192674654108 , 0.152974504249 , 0.110159118727 , 0.5 , 
1517867142 , 1 , 1 , 1 , 0 , 1 , 0 , 0.794871794872 , 0.148148148148 , 0.277777777778 , 0.350646281382 , 0.356432748538 , 0.530438400844 , 0.0653401308781 , 1.49557145031 , 0.282531293463 , 0.430555555556 , 0.147137150466 , 0.25 , 
1517867142 , 2 , 1 , 0 , 0 , 0 , 0 , 0.025641025641 , 0.296296296296 , 0.222222222222 , 0.165069900195 , 0.159064327485 , 0.129072775626 , 0.280155227515 , 0.0998554253538 , 0.179388038943 , 0.12962962963 , 0.643808255659 , 0.25 , 
1517867142 , 3 , 1 , 0 , 0 , 0 , 0 , 0.0512820512821 , 0.259259259259 , 0.138888888889 , 0.158543458105 , 0.156335282651 , 0.0999511538293 , 0.170278496424 , 0.123991782073 , 0.193824756606 , 0.12037037037 , 0.0446071904128 , 0.25 , 
1517867142 , 4 , 1 , 0 , 0 , 0 , 0 , 0.102564102564 , 0.111111111111 , 0.138888888889 , 0.163397385787 , 0.155945419103 , 0.116124663698 , 0.250509815858 , 0.091378785573 , 0.202621696801 , 0.125 , 0.164447403462 , 0.0 , 
1517867142 , 5 , 1 , 0 , 0 , 0 , 0 , 0.025641025641 , 0.185185185185 , 0.222222222222 , 0.162342974531 , 0.172222222222 , 0.124413006004 , 0.233716329326 , 0.13257495054 , 0.141634214186 , 0.194444444444 , 0.0 , 0.25 , 
1517867142 , 6 , 0 , 0 , 0 , 0 , 0 , 0.257142857143 , 0.181818181818 , 0.128205128205 , 0.208900351185 , 0.208951120363 , 0.15331248437 , 0.796146933766 , 0.453425678341 , 0.162142430096 , 0.158110882957 , 0.526737967914 , 0.0 , 
1517867142 , 7 , 0 , 0 , 0 , 0 , 0 , 0.228571428571 , 0.218181818182 , 0.307692307692 , 0.200888937665 , 0.202274110878 , 0.212016747293 , 1.47806075483 , 0.250010958664 , 0.233955344003 , 0.17453798768 , 0.0267379679144 , 0.333333333333 , 
1517867142 , 8 , 0 , 0 , 0 , 0 , 0 , 0.257142857143 , 0.163636363636 , 0.0769230769231 , 0.203376499854 , 0.20979556568 , 0.186086409362 , 0.0443387542191 , 1.22219786964 , 0.226976407285 , 0.250513347023 , 0.131016042781 , 0.333333333333 , 
1517867142 , 9 , 0 , 0 , 0 , 0 , 0 , 0.142857142857 , 0.236363636364 , 0.102564102564 , 0.183329675154 , 0.182243082422 , 0.204207797656 , 1.06134660062 , 0.603077192829 , 0.180687775938 , 0.172484599589 , 0.31550802139 , 0.0 , 
1517867142 , 10 , 0 , 0 , 0 , 0 , 0 , 0.114285714286 , 0.2 , 0.384615384615 , 0.203504536143 , 0.196736120657 , 0.244376561319 , 0.412308771315 , 1.5795160654 , 0.196238042678 , 0.244353182752 , 0.0 , 0.333333333333 , 
1517867180 , 1 , 1 , 1 , 0 , 1 , 0 , 0.886363636364 , 0.047619047619 , 0.125 , 0.44100254635 , 0.413489568448 , 0.757813559908 , 0.0 , 7.21769526248 , 0.283816583097 , 0.640211640212 , 0.711538461538 , 0.5 , 
1517867180 , 2 , 1 , 0 , 0 , 0 , 0 , 0.0 , 0.142857142857 , 0.125 , 0.126854521349 , 0.138239496999 , 0.0505111500677 , 0.0746991037132 , 0.411549295775 , 0.185887653514 , 0.103174603175 , 0.110576923077 , 0.5 , 
1517867180 , 3 , 1 , 0 , 0 , 0 , 0 , 0.0454545454545 , 0.333333333333 , 0.25 , 0.147898735243 , 0.155187196342 , 0.0559165986109 , 0.332240717029 , 0.206017925736 , 0.198662887872 , 0.0793650793651 , 0.0432692307692 , 0.0 , 
1517867180 , 4 , 1 , 0 , 0 , 0 , 0 , 0.0 , 0.380952380952 , 0.375 , 0.139438961258 , 0.147899399829 , 0.0682890106061 , 0.404635083227 , 0.252727272727 , 0.192936559843 , 0.0767195767196 , 0.134615384615 , 0.0 , 
1517867180 , 5 , 1 , 0 , 0 , 0 , 0 , 0.0681818181818 , 0.0952380952381 , 0.125 , 0.1448052358 , 0.145184338382 , 0.0674696808072 , 0.188425096031 , 0.461075544174 , 0.138696315675 , 0.100529100529 , 0.0 , 0.0 , 
1517867180 , 6 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.2 , 0.159090909091 , 0.228374967997 , 0.235638921454 , 0.272495364667 , 1.95110152698 , 0.601410420795 , 0.215887817141 , 0.225255972696 , 0.453947368421 , 0.0 , 
1517867180 , 7 , 0 , 0 , 0 , 0 , 0 , 0.125 , 0.0 , 0.204545454545 , 0.184155663655 , 0.193434935522 , 0.264338422867 , 0.511656370206 , 1.96444807087 , 0.217296343181 , 0.18771331058 , 0.368421052632 , 0.0 , 
1517867180 , 8 , 0 , 0 , 0 , 0 , 0 , 0.25 , 0.2 , 0.340909090909 , 0.212647671994 , 0.200859710825 , 0.193806697279 , 1.02290476746 , 0.792516610328 , 0.239244388183 , 0.238907849829 , 0.0592105263158 , 0.5 , 
1517867180 , 9 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.4 , 0.181818181818 , 0.178084195896 , 0.179953106682 , 0.121812819651 , 0.0454015619536 , 0.940027975288 , 0.20360333054 , 0.146757679181 , 0.118421052632 , 0.0 , 
1517867180 , 10 , 0 , 0 , 0 , 0 , 0 , 0.125 , 0.2 , 0.113636363636 , 0.196737500457 , 0.190113325518 , 0.147546695536 , 0.776489101294 , 0.605606714069 , 0.123968120955 , 0.201365187713 , 0.0 , 0.5 , 
1517867204 , 1 , 1 , 1 , 0 , 0 , 0 , 0.477272727273 , 0.119402985075 , 0.216216216216 , 0.255914065014 , 0.303343052629 , 0.380465342316 , 0.386166642727 , 0.191264379823 , 0.256245639585 , 0.317919075145 , 0.0211254081045 , 0.0 , 
1517867204 , 2 , 1 , 0 , 0 , 0 , 0 , 0.295454545455 , 0.164179104478 , 0.189189189189 , 0.199308014162 , 0.176145385259 , 0.126583924694 , 0.0367131086534 , 0.156473368763 , 0.191400784589 , 0.163776493256 , 0.0639523718072 , 1.0 , 
1517867204 , 3 , 1 , 0 , 0 , 0 , 0 , 0.0454545454545 , 0.328358208955 , 0.324324324324 , 0.193863319386 , 0.1896706025 , 0.0761584361048 , 0.0527793374509 , 0.0634475014037 , 0.173833314907 , 0.121387283237 , 0.0176685231419 , 0.0 , 
1517867204 , 4 , 1 , 0 , 0 , 0 , 0 , 0.136363636364 , 0.223880597015 , 0.189189189189 , 0.187949254372 , 0.177256849216 , 0.213952397983 , 0.262797226539 , 0.0637269367875 , 0.200424699679 , 0.206165703276 , 0.428845784521 , 0.0 , 
1517867204 , 5 , 1 , 0 , 0 , 0 , 0 , 0.0454545454545 , 0.164179104478 , 0.0810810810811 , 0.162965347066 , 0.153584110396 , 0.202839898903 , 0.26154368463 , 0.0480211012888 , 0.17809556124 , 0.190751445087 , 0.468407912426 , 0.0 , 
1517867204 , 6 , 0 , 0 , 0 , 0 , 0 , 0.108108108108 , 0.233766233766 , 0.25 , 0.185199471016 , 0.201472235558 , 0.112784534552 , 0.439469435839 , 0.200218159606 , 0.219099314263 , 0.109305760709 , 0.0335811544566 , 0.222222222222 , 
1517867204 , 7 , 0 , 0 , 0 , 0 , 0 , 0.324324324324 , 0.116883116883 , 0.318181818182 , 0.203273087944 , 0.193630980957 , 0.246580969745 , 1.09462018413 , 0.233570400105 , 0.15115887749 , 0.21270310192 , 0.0204661264723 , 0.666666666667 , 
1517867204 , 8 , 0 , 0 , 0 , 0 , 0 , 0.0810810810811 , 0.272727272727 , 0.181818181818 , 0.173021820586 , 0.198911825892 , 0.115024655174 , 0.426545660805 , 0.225856276452 , 0.238647342995 , 0.138847858198 , 0.278339320023 , 0.0 , 
1517867204 , 9 , 0 , 0 , 0 , 0 , 0 , 0.27027027027 , 0.181818181818 , 0.136363636364 , 0.253636764382 , 0.223715794527 , 0.331624010524 , 0.10469043152 , 1.77622932938 , 0.175574010747 , 0.38552437223 , 0.0804444073177 , 0.0 , 
1517867204 , 10 , 0 , 0 , 0 , 0 , 0 , 0.216216216216 , 0.194805194805 , 0.113636363636 , 0.184868856072 , 0.182269163066 , 0.193985830006 , 0.644775077447 , 0.176674374973 , 0.215520454504 , 0.153618906942 , 0.58716899173 , 0.111111111111 , 
1517867512 , 1 , 1 , 1 , 0 , 1 , 0 , 0.705882352941 , 0.130434782609 , 0.125 , 0.319086101965 , 0.284939706775 , 0.544443265642 , 0.594533807257 , 2.89599775087 , 0.261088979515 , 0.352631578947 , 0.480211081794 , 1.0 , 
1517867512 , 2 , 1 , 0 , 0 , 0 , 0 , 0.0 , 0.188405797101 , 0.3125 , 0.157218397685 , 0.169168040253 , 0.063873737815 , 0.141052673856 , 0.27001626604 , 0.153120030232 , 0.123684210526 , 0.0149516270888 , 0.0 , 
1517867512 , 3 , 1 , 0 , 0 , 0 , 0 , 0.156862745098 , 0.304347826087 , 0.0625 , 0.197964681233 , 0.211026286111 , 0.108685205756 , 0.17197823162 , 0.527481575195 , 0.210143444236 , 0.139473684211 , 0.211961301671 , 0.0 , 
1517867512 , 4 , 1 , 0 , 0 , 0 , 0 , 0.117647058824 , 0.202898550725 , 0.25 , 0.196448169211 , 0.199748416761 , 0.244567455909 , 0.0162258770609 , 1.55770427937 , 0.140861925081 , 0.339473684211 , 0.0149516270888 , 0.0 , 
1517867512 , 5 , 1 , 0 , 0 , 0 , 0 , 0.0196078431373 , 0.173913043478 , 0.25 , 0.129282649905 , 0.1351175501 , 0.0384303348769 , 0.0762094102054 , 0.171114725787 , 0.234785620936 , 0.0447368421053 , 0.277924362357 , 0.0 , 
1517867512 , 6 , 0 , 0 , 0 , 0 , 0 , 0.2 , 0.272727272727 , 0.156862745098 , 0.202131297014 , 0.165686881188 , 0.196474771788 , 0.666746983805 , 0.233757293083 , 0.182409128972 , 0.167701863354 , 0.004914004914 , 0.0 , 
1517867512 , 7 , 0 , 0 , 0 , 0 , 0 , 0.2 , 0.136363636364 , 0.294117647059 , 0.18808411215 , 0.200495049505 , 0.161932191552 , 0.517856220849 , 0.224325766312 , 0.236023390153 , 0.17701863354 , 0.452088452088 , 0.2 , 
1517867512 , 8 , 0 , 0 , 0 , 0 , 0 , 0.333333333333 , 0.136363636364 , 0.0980392156863 , 0.236608160474 , 0.242574257426 , 0.33437097507 , 1.21917973254 , 0.313357313736 , 0.160487957194 , 0.316770186335 , 0.0565110565111 , 0.0 , 
1517867512 , 9 , 0 , 0 , 0 , 0 , 0 , 0.266666666667 , 0.181818181818 , 0.176470588235 , 0.196375655345 , 0.207456683168 , 0.209756335685 , 0.0 , 0.950553327711 , 0.215088635622 , 0.229813664596 , 0.0 , 0.4 , 
1517867512 , 10 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.272727272727 , 0.274509803922 , 0.176800775017 , 0.183787128713 , 0.0974657259049 , 0.277076915133 , 0.169647006179 , 0.205990888059 , 0.108695652174 , 0.486486486486 , 0.4 , 
1517867550 , 1 , 1 , 1 , 0 , 0 , 0 , 0.535211267606 , 0.179104477612 , 0.222222222222 , 0.314678519372 , 0.240164684355 , 0.508298945211 , 0.610160575646 , 0.173116058333 , 0.32481132681 , 0.443099273608 , 0.418972332016 , 0.0 , 
1517867550 , 2 , 1 , 0 , 0 , 0 , 0 , 0.422535211268 , 0.388059701493 , 0.0555555555556 , 0.278238649655 , 0.437715532409 , 0.213918463637 , 0.203829702271 , 0.12533117287 , 0.264995277439 , 0.130750605327 , 0.560276679842 , 1.0 , 
1517867550 , 3 , 1 , 0 , 0 , 0 , 0 , 0.0 , 0.10447761194 , 0.277777777778 , 0.124471396952 , 0.0932507565627 , 0.0799966333884 , 0.0592617052811 , 0.064821569817 , 0.1290130306 , 0.128329297821 , 0.00741106719368 , 0.0 , 
1517867550 , 4 , 1 , 0 , 0 , 0 , 0 , 0.0281690140845 , 0.194029850746 , 0.333333333333 , 0.153749257706 , 0.123161376592 , 0.133790631413 , 0.125239020419 , 0.0822806195716 , 0.143850125171 , 0.188861985472 , 0.00889328063241 , 0.0 , 
1517867550 , 5 , 1 , 0 , 0 , 0 , 0 , 0.0140845070423 , 0.134328358209 , 0.111111111111 , 0.128862176315 , 0.105707650081 , 0.0639953263509 , 0.00150899638302 , 0.0832942965312 , 0.137330239979 , 0.108958837772 , 0.00444664031621 , 0.0 , 
1517867550 , 6 , 0 , 0 , 0 , 0 , 0 , 0.222222222222 , 0.24 , 0.0985915492958 , 0.220010341262 , 0.215436037679 , 0.306521525736 , 1.19461263409 , 0.218355184744 , 0.163677468963 , 0.258687258687 , 0.748120300752 , 0.214285714286 , 
1517867550 , 7 , 0 , 0 , 0 , 0 , 0 , 0.333333333333 , 0.12 , 0.267605633803 , 0.223457428473 , 0.224247948952 , 0.249913463078 , 0.0312753277712 , 1.12183551847 , 0.175172024001 , 0.239382239382 , 0.0601503759398 , 0.214285714286 , 
1517867550 , 8 , 0 , 0 , 0 , 0 , 0 , 0.0555555555556 , 0.24 , 0.197183098592 , 0.185769274963 , 0.193254329991 , 0.226359921264 , 0.601358760429 , 0.443075089392 , 0.221689154109 , 0.262548262548 , 0.0488721804511 , 0.214285714286 , 
1517867550 , 9 , 0 , 0 , 0 , 0 , 0 , 0.388888888889 , 0.16 , 0.154929577465 , 0.216994139952 , 0.206016408387 , 0.122856596697 , 0.211203814064 , 0.355637663886 , 0.237869596935 , 0.162162162162 , 0.116541353383 , 0.214285714286 , 
1517867550 , 10 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.24 , 0.281690140845 , 0.153768815351 , 0.161045274992 , 0.0943484932243 , 0.287699642431 , 0.147628128725 , 0.201591755992 , 0.0772200772201 , 0.0263157894737 , 0.142857142857 , 
1517867584 , 1 , 1 , 1 , 0 , 1 , 0 , 0.923076923077 , 0.111111111111 , 0.0 , 0.409977733008 , 0.388203572632 , 0.625618755504 , 0.16680651477 , 3.36382021988 , 0.306439361971 , 0.466292134831 , 0.578692493947 , 0.8 , 
1517867584 , 2 , 1 , 0 , 0 , 0 , 0 , 0.0 , 0.222222222222 , 0.0 , 0.141183331566 , 0.142568250758 , 0.0809696620001 , 0.234987843973 , 0.223929086254 , 0.169339184741 , 0.109550561798 , 0.222760290557 , 0.0 , 
1517867584 , 3 , 1 , 0 , 0 , 0 , 0 , 0.0512820512821 , 0.222222222222 , 0.333333333333 , 0.152528894073 , 0.173643410853 , 0.0891083847065 , 0.00993997289098 , 0.495105316379 , 0.179255633387 , 0.137640449438 , 0.0 , 0.0 , 
1517867584 , 4 , 1 , 0 , 0 , 0 , 0 , 0.025641025641 , 0.0 , 0.0 , 0.14502703849 , 0.142568250758 , 0.0768737283246 , 0.164461369651 , 0.271240775404 , 0.197949194025 , 0.137640449438 , 0.147699757869 , 0.2 , 
1517867584 , 5 , 1 , 0 , 0 , 0 , 0 , 0.0 , 0.444444444444 , 0.666666666667 , 0.151283002863 , 0.153016514998 , 0.127429469465 , 0.423804298716 , 0.289808300523 , 0.147016625876 , 0.148876404494 , 0.0508474576271 , 0.0 , 
1517867584 , 6 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.285714285714 , 0.230769230769 , 0.200608625363 , 0.191325845112 , 0.253630898548 , 1.89604280048 , 0.742459182732 , 0.191848730569 , 0.22869955157 , 0.808455565142 , 0.0 , 
1517867584 , 7 , 0 , 0 , 0 , 0 , 0 , 0.333333333333 , 0.285714285714 , 0.230769230769 , 0.218249251106 , 0.236738861719 , 0.178796261815 , 0.316206991975 , 1.54386126741 , 0.217567838721 , 0.22869955157 , 0.0664365832614 , 1.0 , 
1517867584 , 8 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.285714285714 , 0.282051282051 , 0.194141980885 , 0.174934164562 , 0.163909134436 , 0.688128401439 , 1.016972604 , 0.210592165056 , 0.233183856502 , 0.000862812769629 , 0.0 , 
1517867584 , 9 , 0 , 0 , 0 , 0 , 0 , 0.333333333333 , 0.142857142857 , 0.153846153846 , 0.181208691931 , 0.196538936959 , 0.181739993971 , 0.0511022968361 , 1.83949820127 , 0.20541057328 , 0.0986547085202 , 0.0060396893874 , 0.0 , 
1517867584 , 10 , 0 , 0 , 0 , 0 , 0 , 0.333333333333 , 0.0 , 0.102564102564 , 0.205791450716 , 0.200462191648 , 0.221923711231 , 1.12046859146 , 0.634720044276 , 0.174580692374 , 0.210762331839 , 0.118205349439 , 0.0 , 
1517867588 , 1 , 1 , 1 , 0 , 1 , 0 , 0.833333333333 , 0.0666666666667 , 0.25 , 0.312166245809 , 0.355957689516 , 0.467427684405 , 0.628002762295 , 0.266161890199 , 0.157204502327 , 0.346715328467 , 0.629080118694 , 0.0 , 
1517867588 , 2 , 1 , 0 , 0 , 0 , 0 , 0.0416666666667 , 0.3 , 0.0 , 0.175435691518 , 0.165275329254 , 0.0697344603341 , 0.0497361022049 , 0.0836630000493 , 0.210663131353 , 0.109489051095 , 0.0771513353116 , 0.2 , 
1517867588 , 3 , 1 , 0 , 0 , 0 , 0 , 0.0416666666667 , 0.133333333333 , 0.0 , 0.172786355922 , 0.1560717619 , 0.182012511152 , 0.236758249889 , 0.11142406156 , 0.17042293795 , 0.18795620438 , 0.246290801187 , 0.4 , 
1517867588 , 4 , 1 , 0 , 0 , 0 , 0 , 0.0 , 0.3 , 0.5 , 0.177484787018 , 0.162812402779 , 0.159579076568 , 0.0335914763479 , 0.271671681547 , 0.201629883803 , 0.215328467153 , 0.0 , 0.4 , 
1517867588 , 5 , 1 , 0 , 0 , 0 , 0 , 0.0833333333333 , 0.2 , 0.25 , 0.162126919733 , 0.159882816551 , 0.121246267541 , 0.0519114092636 , 0.180022690278 , 0.260079544568 , 0.140510948905 , 0.0474777448071 , 0.0 , 
1517867588 , 6 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.285714285714 , 0.0833333333333 , 0.187468671679 , 0.168781005037 , 0.185113650226 , 0.0533974744438 , 1.40657446382 , 0.159161035221 , 0.183229813665 , 0.00662251655629 , 0.0 , 
1517867588 , 7 , 0 , 0 , 0 , 0 , 0 , 0.25 , 0.142857142857 , 0.0833333333333 , 0.192180451128 , 0.198053546408 , 0.219777985606 , 1.19366606534 , 0.539707356184 , 0.215272328333 , 0.195652173913 , 0.397350993377 , 0.0 , 
1517867588 , 8 , 0 , 0 , 0 , 0 , 0 , 0.25 , 0.142857142857 , 0.416666666667 , 0.199264828739 , 0.174196235847 , 0.240693490017 , 1.38268190018 , 0.515694527962 , 0.245381198717 , 0.229813664596 , 0.0596026490066 , 0.0 , 
1517867588 , 9 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.0 , 0.166666666667 , 0.211261487051 , 0.234028855985 , 0.201480095962 , 0.554820605332 , 1.0342353177 , 0.156159290552 , 0.248447204969 , 0.0154525386313 , 0.0 , 
1517867588 , 10 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.428571428571 , 0.25 , 0.209824561404 , 0.224940356724 , 0.152934778189 , 0.72892363199 , 0.47724994989 , 0.224026147177 , 0.142857142857 , 0.520971302428 , 0.0 , 
1517867601 , 1 , 1 , 1 , 0 , 0 , 0 , 0.854545454545 , 0.0487804878049 , 0.2 , 0.4 , 0.353664860612 , 0.604321675485 , 0.141594756057 , 1.8547198252 , 0.300802332819 , 0.514336917563 , 0.4127843987 , 0.666666666667 , 
1517867601 , 2 , 1 , 0 , 0 , 0 , 0 , 0.0545454545455 , 0.170731707317 , 0.266666666667 , 0.146784708249 , 0.157985086637 , 0.117825866081 , 0.257059685806 , 0.132633587786 , 0.122899311921 , 0.136200716846 , 0.398699891658 , 0.0 , 
1517867601 , 3 , 1 , 0 , 0 , 0 , 0 , 0.0181818181818 , 0.365853658537 , 0.0666666666667 , 0.171251509054 , 0.184181821433 , 0.112563841508 , 0.242553103219 , 0.129736419958 , 0.157848963618 , 0.159498207885 , 0.0335861321777 , 0.333333333333 , 
1517867601 , 4 , 1 , 0 , 0 , 0 , 0 , 0.0181818181818 , 0.219512195122 , 0.2 , 0.140732394366 , 0.153425245427 , 0.0876795036094 , 0.17580069698 , 0.114185750636 , 0.236376968529 , 0.120071684588 , 0.0855904658722 , 0.0 , 
1517867601 , 5 , 1 , 0 , 0 , 0 , 0 , 0.0545454545455 , 0.19512195122 , 0.266666666667 , 0.14123138833 , 0.150742985891 , 0.0776091133165 , 0.182991757938 , 0.0736945458568 , 0.182072423113 , 0.0698924731183 , 0.0693391115926 , 0.0 , 
1517867601 , 6 , 0 , 0 , 0 , 0 , 0 , 0.285714285714 , 0.0967741935484 , 0.145454545455 , 0.193717554826 , 0.205677867903 , 0.187705402795 , 0.820094230451 , 0.216151429988 , 0.177115231672 , 0.194986072423 , 0.179459459459 , 0.0 , 
1517867601 , 7 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.129032258065 , 0.290909090909 , 0.235988981884 , 0.227694090382 , 0.219701450078 , 0.932757480575 , 0.280128946933 , 0.243733052785 , 0.208913649025 , 0.0540540540541 , 0.5 , 
1517867601 , 8 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.225806451613 , 0.0909090909091 , 0.184182646467 , 0.182358053302 , 0.186050951123 , 0.508431145644 , 0.518701438254 , 0.142585182263 , 0.256267409471 , 0.052972972973 , 0.0 , 
1517867601 , 9 , 0 , 0 , 0 , 0 , 0 , 0.142857142857 , 0.258064516129 , 0.163636363636 , 0.193108380125 , 0.198001158749 , 0.216186676049 , 0.969953711357 , 0.223549347 , 0.159349226925 , 0.172701949861 , 0.643783783784 , 0.5 , 
1517867601 , 10 , 0 , 0 , 0 , 0 , 0 , 0.0714285714286 , 0.290322580645 , 0.309090909091 , 0.193002436699 , 0.186268829664 , 0.190355519954 , 0.464890891056 , 0.58081914366 , 0.277217306356 , 0.16713091922 , 0.0697297297297 , 0.0 , 
